"symbol","company_name","challenge_name","ticker","exchange","quote_currency","currency","quote_scale","sector","industry","challenge_sector","market_cap","market_cap_currency","market_cap_date","market_cap_date_basis","market_cap_precision","retrieved_date","listing_status","flags","notes","alternative_symbols","source_row","quote_url","listing_source_url","classification_source_url","market_cap_source_url","supplemental_source_url"
"HO.PA","Thales S.A.","THALES","HO","Euronext Paris","EUR","EUR","1","Industrials","Aerospace & Defense","Industrie","49290000000","EUR","2026-09-16","quote date shown by market-cap source","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","","","504","https://stockanalysis.com/quote/epa/HO/","https://query2.finance.yahoo.com/v8/finance/chart/HO.PA?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=THALES&quotesCount=8&newsCount=0","https://stockanalysis.com/quote/epa/HO/",""
"BKG.L","The Berkeley Group Holdings plc","BERKELEY GROUP HOLDINGS PLC","BKG","London Stock Exchange","GBp","GBP","0.01","Consumer Cyclical","Residential Construction","Immobilier","2980000000","GBP","2026-09-16","quote date shown by market-cap source","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","Quote currency is pence; market capitalization is in pounds (GBP).","","91","https://finance.yahoo.com/quote/BKG.L/","https://finance.yahoo.com/quote/BKG.L/","https://finance.yahoo.com/quote/BKG.L/","https://stockanalysis.com/quote/lon/BKG/",""
"BA","The Boeing Company","Boeing Company","BA","NYSE","USD","USD","1","Industrials","Aerospace & Defense","Industrie","159623135232","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","100","https://finance.yahoo.com/quote/BA/","https://finance.yahoo.com/quote/BA/","https://finance.yahoo.com/quote/BA/","https://finance.yahoo.com/quote/BA/",""
"CI","The Cigna Group","Cigna Group (The)","CI","NYSE","USD","USD","1","Healthcare","Healthcare Plans","Soins de santé","74106249216","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","132","https://finance.yahoo.com/quote/CI/","https://finance.yahoo.com/quote/CI/","https://finance.yahoo.com/quote/CI/","https://finance.yahoo.com/quote/CI/",""
"KO","The Coca-Cola Company","Coca-Cola Company","KO","NYSE","USD","USD","1","Consumer Defensive","Beverages - Non-Alcoholic","Biens de consommation courants","378064994304","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","140","https://finance.yahoo.com/quote/KO/","https://finance.yahoo.com/quote/KO/","https://finance.yahoo.com/quote/KO/","https://finance.yahoo.com/quote/KO/",""
"GS","The Goldman Sachs Group, Inc.","Goldman Sachs Group","GS","NYSE","USD","USD","1","Financial Services","Capital Markets","Finance","273112940544","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","251","https://finance.yahoo.com/quote/GS/","https://finance.yahoo.com/quote/GS/","https://finance.yahoo.com/quote/GS/","https://finance.yahoo.com/quote/GS/",""
"HIG","The Hartford Insurance Group, Inc.","Hartford Financial Services Group (The)","HIG","NYSE","USD","USD","1","Financial Services","Insurance - Diversified","Finance","36551467008","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","Challenge uses Hartford Financial Services Group; current name is The Hartford Insurance Group.","","256","https://finance.yahoo.com/quote/HIG/","https://finance.yahoo.com/quote/HIG/","https://finance.yahoo.com/quote/HIG/","https://finance.yahoo.com/quote/HIG/",""
"HD","The Home Depot, Inc.","Home Depot","HD","NYSE","USD","USD","1","Consumer Cyclical","Home Improvement Retail","Consommation discrétionnaire","301771161600","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","273","https://finance.yahoo.com/quote/HD/","https://finance.yahoo.com/quote/HD/","https://finance.yahoo.com/quote/HD/","https://finance.yahoo.com/quote/HD/",""
"KHC","The Kraft Heinz Company","Kraft Heinz Company (The)","KHC","NYSE","USD","USD","1","Consumer Defensive","Packaged Foods","Biens de consommation courants","29325420544","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","315","https://finance.yahoo.com/quote/KHC/","https://finance.yahoo.com/quote/KHC/","https://finance.yahoo.com/quote/KHC/","https://finance.yahoo.com/quote/KHC/",""
"MOS","The Mosaic Company","Mosaic Company (The)","MOS","NYSE","USD","USD","1","Basic Materials","Agricultural Inputs","Matériaux","7880633344","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","363","https://finance.yahoo.com/quote/MOS/","https://finance.yahoo.com/quote/MOS/","https://finance.yahoo.com/quote/MOS/","https://finance.yahoo.com/quote/MOS/",""
"PNC","The PNC Financial Services Group, Inc.","PNC Financial Services Group","PNC","NYSE","USD","USD","1","Financial Services","Banks — Regional","Finance","92351471616","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","415","https://finance.yahoo.com/quote/PNC/","https://finance.yahoo.com/quote/PNC/","https://query2.finance.yahoo.com/v1/finance/search?q=PNC+Financial+Services+Group&quotesCount=8&newsCount=0","https://finance.yahoo.com/quote/PNC/",""
"PG","The Procter & Gamble Company","Procter & Gamble Company","PG","NYSE","USD","USD","1","Consumer Defensive","Household & Personal Products","Biens de consommation courants","341479292928","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","419","https://finance.yahoo.com/quote/PG/","https://finance.yahoo.com/quote/PG/","https://finance.yahoo.com/quote/PG/","https://finance.yahoo.com/quote/PG/",""
"PGR","The Progressive Corporation","Progressive Corp","PGR","NYSE","USD","USD","1","Financial Services","Insurance - Property & Casualty","Finance","126092902400","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","420","https://finance.yahoo.com/quote/PGR/","https://finance.yahoo.com/quote/PGR/","https://finance.yahoo.com/quote/PGR/","https://finance.yahoo.com/quote/PGR/",""
"SHW","The Sherwin-Williams Company","Sherwin-Williams Company (The)","SHW","NYSE","USD","USD","1","Basic Materials","Specialty Chemicals","Matériaux","78037032960","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","463","https://finance.yahoo.com/quote/SHW/","https://finance.yahoo.com/quote/SHW/","https://finance.yahoo.com/quote/SHW/","https://finance.yahoo.com/quote/SHW/",""
"SO","The Southern Company","Southern Company (The)","SO","NYSE","USD","USD","1","Utilities","Utilities - Regulated Electric","Services publics","99195805696","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","477","https://finance.yahoo.com/quote/SO/","https://finance.yahoo.com/quote/SO/","https://finance.yahoo.com/quote/SO/","https://finance.yahoo.com/quote/SO/",""
"UHR.SW","The Swatch Group AG","SWATCH GROUP AG, THE","UHR","SIX Swiss Exchange","CHF","CHF","1","Consumer Cyclical","Luxury Goods","Consommation discrétionnaire","9081105408","CHF","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","share class not confirmed","share-class","Bearer shares UHR selected; challenge share class not confirmed.","","486","https://finance.yahoo.com/quote/UHR.SW/","https://finance.yahoo.com/quote/UHR.SW/","https://finance.yahoo.com/quote/UHR.SW/","https://finance.yahoo.com/quote/UHR.SW/",""
"TJX","The TJX Companies, Inc.","TJX Companies","TJX","NYSE","USD","USD","1","Consumer Cyclical","Apparel Retail","Consommation discrétionnaire","135120805888","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","509","https://finance.yahoo.com/quote/TJX/","https://finance.yahoo.com/quote/TJX/","https://finance.yahoo.com/quote/TJX/","https://finance.yahoo.com/quote/TJX/",""
"TTD","The Trade Desk, Inc.","Trade Desk (The)","TTD","Nasdaq Global Market","USD","USD","1","Communication Services","Advertising Agencies","IT","6808563712","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","513","https://finance.yahoo.com/quote/TTD/","https://finance.yahoo.com/quote/TTD/","https://finance.yahoo.com/quote/TTD/","https://finance.yahoo.com/quote/TTD/",""
"DIS","The Walt Disney Company","Walt Disney Company (The)","DIS","NYSE","USD","USD","1","Communication Services","Entertainment","Consommation discrétionnaire","184738217984","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","551","https://finance.yahoo.com/quote/DIS/","https://finance.yahoo.com/quote/DIS/","https://finance.yahoo.com/quote/DIS/","https://finance.yahoo.com/quote/DIS/",""
"WMB","The Williams Companies, Inc.","Williams Companies","WMB","NYSE","USD","USD","1","Energy","Oil & Gas Midstream","Services publics","86722576384","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","561","https://finance.yahoo.com/quote/WMB/","https://finance.yahoo.com/quote/WMB/","https://finance.yahoo.com/quote/WMB/","https://finance.yahoo.com/quote/WMB/",""
"THEON.AS","Theon International Plc","THEON INTERNATIONAL PLC","THEON","Euronext Amsterdam","EUR","EUR","1","Industrials","Aerospace & Defense","Industrie","2385164288","EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","505","https://finance.yahoo.com/quote/THEON.AS/","https://finance.yahoo.com/quote/THEON.AS/","https://finance.yahoo.com/quote/THEON.AS/","https://finance.yahoo.com/quote/THEON.AS/",""
"TMO","Thermo Fisher Scientific Inc.","Thermo Fisher Scientific","TMO","NYSE","USD","USD","1","Healthcare","Diagnostics & Research","Soins de santé","239755231232","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","506","https://finance.yahoo.com/quote/TMO/","https://finance.yahoo.com/quote/TMO/","https://finance.yahoo.com/quote/TMO/","https://finance.yahoo.com/quote/TMO/",""
"TINC.BR","TINC NV","TINC","TINC","Euronext Brussels","EUR","EUR","1","Financial Services","Asset Management","Finance","527520000","EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","","","507","https://stockanalysis.com/quote/ebr/TINC/","https://query2.finance.yahoo.com/v8/finance/chart/TINC.BR?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=TINC&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-brussels/",""
"TITC.BR","Titan S.A.","TITAN CEMENT","TITC","Euronext Brussels","EUR","EUR","1","Basic Materials","Building Materials","Matériaux","3720000000","EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","","","508","https://stockanalysis.com/quote/ebr/TITC/","https://query2.finance.yahoo.com/v8/finance/chart/TITC.BR?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=TITC.BR&quotesCount=3&newsCount=0","https://stockanalysis.com/list/euronext-brussels/",""
"TWEKA.AS","TKH Group N.V.","TKH GROUP N.V.","TWEKA","Euronext Amsterdam","EUR","EUR","1","Technology","Communication Equipment","Industrie","2020000000","EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","","","510","https://stockanalysis.com/quote/ams/TWEKA/","https://query2.finance.yahoo.com/v8/finance/chart/TWEKA.AS?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=TKH+GROUP+N.V.&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-amsterdam/",""
"TOM2.AS","TomTom N.V.","TOMTOM","TOM2","Euronext Amsterdam","EUR","EUR","1","Technology","Software - Application","IT","483208832","EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","511","https://finance.yahoo.com/quote/TOM2.AS/","https://finance.yahoo.com/quote/TOM2.AS/","https://finance.yahoo.com/quote/TOM2.AS/","https://finance.yahoo.com/quote/TOM2.AS/",""
"TTE.PA","TotalEnergies SE","TOTALENERGIES","TTE","Euronext Paris","EUR","EUR","1","Energy","Oil & Gas Integrated","Énergie","177880000000","EUR","2026-09-16","quote date shown by market-cap source","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","","","512","https://stockanalysis.com/quote/epa/TTE/","https://query2.finance.yahoo.com/v8/finance/chart/TTE.PA?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=TOTALENERGIES&quotesCount=8&newsCount=0","https://stockanalysis.com/quote/epa/TTE/",""
"TT","Trane Technologies plc","Trane Technologies plc","TT","NYSE","USD","USD","1","Industrials","Building Products & Equipment","Industrie","92779372544","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","514","https://finance.yahoo.com/quote/TT/","https://finance.yahoo.com/quote/TT/","https://query2.finance.yahoo.com/v1/finance/search?q=Trane+Technologies+plc&quotesCount=8&newsCount=0","https://finance.yahoo.com/quote/TT/",""
"TRIO.AS","Triodos Bank N.V.","TRIODOS BANK N.V.","TRIO","Euronext Amsterdam","EUR","EUR","1","Financial Services","Banks — Regional","Autres","575070000","EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","","","515","https://stockanalysis.com/quote/ams/TRIO/","https://query2.finance.yahoo.com/v8/finance/chart/TRIO.AS?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=TRIODOS+BANK+N.V.&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-amsterdam/",""
"TFC","Truist Financial Corporation","Truist Financial Corp","TFC","NYSE","USD","USD","1","Financial Services","Banks - Regional","Finance","59175571456","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","516","https://finance.yahoo.com/quote/TFC/","https://finance.yahoo.com/quote/TFC/","https://finance.yahoo.com/quote/TFC/","https://finance.yahoo.com/quote/TFC/",""
"UBER","Uber Technologies, Inc.","Uber Technologies","UBER","NYSE","USD","USD","1","Technology","Software - Application","Industrie","144960487424","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","519","https://finance.yahoo.com/quote/UBER/","https://finance.yahoo.com/quote/UBER/","https://finance.yahoo.com/quote/UBER/","https://finance.yahoo.com/quote/UBER/",""
"UBSG.SW","UBS Group AG","UBS GROUP AG","UBSG","SIX Swiss Exchange","CHF","CHF","1","Financial Services","Banks - Diversified","Finance","127858343936","CHF","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","520","https://finance.yahoo.com/quote/UBSG.SW/","https://finance.yahoo.com/quote/UBSG.SW/","https://finance.yahoo.com/quote/UBSG.SW/","https://finance.yahoo.com/quote/UBSG.SW/",""
"UCB.BR","UCB SA","UCB","UCB","Euronext Brussels","EUR","EUR","1","Healthcare","Biotechnology","Soins de santé","40020000000","EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","","","521","https://finance.yahoo.com/quote/UCB.BR/","https://finance.yahoo.com/quote/UCB.BR/","https://finance.yahoo.com/quote/UCB.BR/","https://stockanalysis.com/list/euronext-brussels/",""
"UMI.BR","Umicore SA","UMICORE","UMI","Euronext Brussels","EUR","EUR","1","Industrials","Waste Management","Matériaux","5200000000","EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","","","522","https://stockanalysis.com/quote/ebr/UMI/","https://query2.finance.yahoo.com/v8/finance/chart/UMI.BR?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=UMICORE&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-brussels/",""
"UA","Under Armour, Inc.","Under Armour","UA","NYSE","USD","USD","1","Consumer Cyclical","Apparel Manufacturing","Consommation discrétionnaire","2091886720","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","share class not confirmed","share-class","Class C UA selected; Class A UAA also exists. Challenge share class not confirmed.","UAA","523","https://finance.yahoo.com/quote/UA/","https://finance.yahoo.com/quote/UA/","https://finance.yahoo.com/quote/UA/","https://finance.yahoo.com/quote/UA/",""
